Date,N,WG,WR,LF,LT,GS,CloudTrans
25/08/2019 23:00,-9999.000000,0.316667,303.190394,83.650000,8.283333,-9999.000000,-9999.000000
26/08/2019 00:00,-9999.000000,0.483333,173.195066,83.350000,8.350000,-9999.000000,-9999.000000
26/08/2019 01:00,-9999.000000,0.133333,163.189877,83.166667,8.166667,-9999.000000,-9999.000000
26/08/2019 02:00,-9999.000000,0.400000,147.560314,81.883333,8.283333,-9999.000000,-9999.000000
26/08/2019 03:00,-9999.000000,-9999.000000,179.833338,81.166667,8.116667,-9999.000000,-9999.000000
26/08/2019 04:00,-9999.000000,1.433333,147.699177,80.033333,8.183333,-9999.000000,-9999.000000
26/08/2019 05:00,-9999.000000,0.316667,179.180909,77.283333,8.133333,-9999.000000,-9999.000000
26/08/2019 06:00,-9999.000000,0.350000,211.697725,77.650000,8.316667,-9999.000000,-9999.000000
26/08/2019 07:00,-9999.000000,1.116667,127.828956,81.283333,9.250000,-9999.000000,-9999.000000
26/08/2019 08:00,-9999.000000,1.416667,110.445183,85.433333,9.866667,-9999.000000,-9999.000000
26/08/2019 09:00,-9999.000000,2.033333,122.998319,89.050000,10.383333,-9999.000000,-9999.000000
26/08/2019 10:00,-9999.000000,1.983333,140.168506,83.216667,11.550000,-9999.000000,-9999.000000
26/08/2019 11:00,-9999.000000,2.116667,246.828749,81.733333,11.500000,-9999.000000,-9999.000000
26/08/2019 12:00,-9999.000000,1.366667,272.163684,80.716667,12.216667,-9999.000000,-9999.000000
26/08/2019 13:00,-9999.000000,1.316667,279.416682,81.733333,11.483333,-9999.000000,-9999.000000
26/08/2019 14:00,-9999.000000,1.233333,73.247999,81.883333,11.883333,-9999.000000,-9999.000000
26/08/2019 15:00,-9999.000000,3.483333,309.890788,84.383333,9.866667,-9999.000000,-9999.000000
26/08/2019 16:00,-9999.000000,2.116667,322.204097,81.083333,9.783333,-9999.000000,-9999.000000
26/08/2019 17:00,-9999.000000,1.566667,278.693532,99.333333,9.366667,-9999.000000,-9999.000000
26/08/2019 18:00,-9999.000000,0.933333,93.421686,-9999.000000,9.200000,-9999.000000,-9999.000000
26/08/2019 19:00,-9999.000000,0.750000,132.191093,96.250000,8.483333,-9999.000000,-9999.000000
26/08/2019 20:00,-9999.000000,1.250000,220.330269,98.933333,7.950000,-9999.000000,-9999.000000
26/08/2019 21:00,-9999.000000,1.200000,196.169418,93.033333,8.333333,-9999.000000,-9999.000000
26/08/2019 22:00,-9999.000000,1.050000,153.839978,86.683333,8.466667,-9999.000000,-9999.000000
26/08/2019 23:00,-9999.000000,0.550000,190.443895,76.816667,8.916667,-9999.000000,-9999.000000
27/08/2019 00:00,-9999.000000,0.516667,170.729108,73.683333,9.066667,-9999.000000,-9999.000000
27/08/2019 01:00,-9999.000000,1.100000,251.946987,72.333333,8.966667,-9999.000000,-9999.000000
27/08/2019 02:00,-9999.000000,2.116667,212.390511,69.883333,8.983333,-9999.000000,-9999.000000
27/08/2019 03:00,-9999.000000,2.083333,222.008003,67.016667,9.100000,-9999.000000,-9999.000000
27/08/2019 04:00,-9999.000000,2.016667,216.446433,62.800000,9.000000,-9999.000000,-9999.000000
27/08/2019 05:00,-9999.000000,1.583333,203.373549,60.950000,8.983333,-9999.000000,-9999.000000
27/08/2019 06:00,-9999.000000,1.666667,220.127409,51.966667,9.633333,-9999.000000,-9999.000000
27/08/2019 07:00,-9999.000000,2.950000,237.552727,48.150000,10.283333,-9999.000000,-9999.000000
27/08/2019 08:00,-9999.000000,1.266667,269.576705,43.266667,11.166667,-9999.000000,-9999.000000
27/08/2019 09:00,-9999.000000,1.283333,136.947183,47.100000,12.250000,-9999.000000,-9999.000000
27/08/2019 10:00,-9999.000000,2.350000,79.717092,51.533333,13.433333,-9999.000000,-9999.000000
27/08/2019 11:00,-9999.000000,1.450000,61.416645,51.000000,13.650000,-9999.000000,-9999.000000
27/08/2019 12:00,-9999.000000,1.283333,35.312735,42.300000,14.166667,-9999.000000,-9999.000000
27/08/2019 13:00,-9999.000000,1.666667,18.875417,32.233333,14.416667,-9999.000000,-9999.000000
27/08/2019 14:00,-9999.000000,2.500000,2.838675,36.433333,14.366667,-9999.000000,-9999.000000
27/08/2019 15:00,-9999.000000,2.366667,0.640853,40.466667,14.583333,-9999.000000,-9999.000000
27/08/2019 16:00,-9999.000000,2.616667,347.564282,41.766667,14.533333,-9999.000000,-9999.000000
27/08/2019 17:00,-9999.000000,3.183333,309.326386,52.183333,13.633333,-9999.000000,-9999.000000
27/08/2019 18:00,-9999.000000,2.766667,286.503635,67.533333,11.933333,-9999.000000,-9999.000000
27/08/2019 19:00,-9999.000000,3.016667,283.846280,73.616667,11.116667,-9999.000000,-9999.000000
27/08/2019 20:00,-9999.000000,2.233333,270.886918,74.216667,10.566667,-9999.000000,-9999.000000
27/08/2019 21:00,-9999.000000,0.866667,281.833923,77.883333,10.133333,-9999.000000,-9999.000000
27/08/2019 22:00,-9999.000000,1.450000,294.523293,83.950000,9.583333,-9999.000000,-9999.000000
27/08/2019 23:00,-9999.000000,1.816667,287.262214,87.750000,9.200000,-9999.000000,-9999.000000
28/08/2019 00:00,-9999.000000,0.950000,136.038197,85.666667,9.216667,-9999.000000,-9999.000000
28/08/2019 01:00,-9999.000000,0.733333,194.400709,85.866667,9.133333,-9999.000000,-9999.000000
28/08/2019 02:00,-9999.000000,1.183333,139.834720,85.733333,9.000000,-9999.000000,-9999.000000
28/08/2019 03:00,-9999.000000,0.716667,274.040754,96.266667,8.350000,-9999.000000,-9999.000000
28/08/2019 04:00,-9999.000000,0.483333,236.696466,96.733333,8.033333,-9999.000000,-9999.000000
28/08/2019 05:00,-9999.000000,1.216667,232.786253,-9999.000000,7.750000,-9999.000000,-9999.000000
28/08/2019 06:00,-9999.000000,0.466667,202.411795,96.150000,8.216667,-9999.000000,-9999.000000
28/08/2019 07:00,-9999.000000,0.600000,244.354134,92.716667,8.966667,-9999.000000,-9999.000000
28/08/2019 08:00,-9999.000000,0.583333,147.702548,95.850000,10.000000,-9999.000000,-9999.000000
28/08/2019 09:00,-9999.000000,0.750000,245.978004,90.133333,10.900000,-9999.000000,-9999.000000
28/08/2019 10:00,-9999.000000,1.766667,185.339782,85.500000,11.700000,-9999.000000,-9999.000000
28/08/2019 11:00,-9999.000000,2.266667,312.495086,79.133333,12.500000,-9999.000000,-9999.000000
28/08/2019 12:00,-9999.000000,3.166667,313.476971,81.133333,11.850000,-9999.000000,-9999.000000
28/08/2019 13:00,-9999.000000,3.500000,301.599259,82.266667,11.616667,-9999.000000,-9999.000000
28/08/2019 14:00,-9999.000000,3.750000,298.167939,84.366667,11.616667,-9999.000000,-9999.000000
28/08/2019 15:00,-9999.000000,2.150000,285.534325,82.483333,11.083333,-9999.000000,-9999.000000
28/08/2019 16:00,-9999.000000,2.366667,276.492927,85.750000,10.283333,-9999.000000,-9999.000000
28/08/2019 17:00,-9999.000000,0.916667,272.849720,81.550000,10.650000,-9999.000000,-9999.000000
28/08/2019 18:00,-9999.000000,0.450000,319.842181,76.966667,10.800000,-9999.000000,-9999.000000
28/08/2019 19:00,-9999.000000,2.466667,282.849860,86.700000,9.933333,-9999.000000,-9999.000000
28/08/2019 20:00,-9999.000000,5.350000,183.217679,90.116667,8.916667,-9999.000000,-9999.000000
28/08/2019 21:00,-9999.000000,4.266667,146.664511,73.983333,8.700000,-9999.000000,-9999.000000
28/08/2019 22:00,-9999.000000,1.700000,224.854212,79.433333,9.233333,-9999.000000,-9999.000000
28/08/2019 23:00,-9999.000000,1.283333,15.096571,81.933333,8.450000,-9999.000000,-9999.000000
29/08/2019 00:00,-9999.000000,1.283333,280.211701,78.400000,8.633333,-9999.000000,-9999.000000
29/08/2019 01:00,-9999.000000,0.983333,280.679026,77.016667,8.866667,-9999.000000,-9999.000000
29/08/2019 02:00,-9999.000000,0.283333,54.090595,75.383333,8.733333,-9999.000000,-9999.000000
