Date,N,WG,WR,LF,LT,GS,CloudTrans
25/08/2019 23:00,-9999.000000,1.916667,50.460006,78.966667,9.800000,-9999.000000,-9999.000000
26/08/2019 00:00,-9999.000000,1.566667,20.840070,81.050000,9.600000,-9999.000000,-9999.000000
26/08/2019 01:00,-9999.000000,0.666667,7.569906,84.966667,9.300000,-9999.000000,-9999.000000
26/08/2019 02:00,-9999.000000,0.883333,27.588127,84.616667,9.233333,-9999.000000,-9999.000000
26/08/2019 03:00,-9999.000000,1.650000,30.662273,83.433333,9.016667,-9999.000000,-9999.000000
26/08/2019 04:00,-9999.000000,2.333333,32.665027,82.350000,8.400000,-9999.000000,-9999.000000
26/08/2019 05:00,-9999.000000,2.350000,25.869298,83.300000,8.033333,-9999.000000,-9999.000000
26/08/2019 06:00,-9999.000000,2.650000,30.833262,83.100000,8.066667,-9999.000000,-9999.000000
26/08/2019 07:00,-9999.000000,1.000000,17.089605,76.916667,10.383333,-9999.000000,-9999.000000
26/08/2019 08:00,-9999.000000,0.750000,236.947320,75.650000,11.783333,-9999.000000,-9999.000000
26/08/2019 09:00,-9999.000000,0.550000,208.669297,74.283333,11.783333,-9999.000000,-9999.000000
26/08/2019 10:00,-9999.000000,1.166667,230.749567,75.666667,12.916667,-9999.000000,-9999.000000
26/08/2019 11:00,-9999.000000,1.983333,226.516096,73.700000,12.900000,-9999.000000,-9999.000000
26/08/2019 12:00,-9999.000000,1.583333,243.430261,73.583333,12.633333,-9999.000000,-9999.000000
26/08/2019 13:00,-9999.000000,1.166667,239.820247,72.533333,13.700000,-9999.000000,-9999.000000
26/08/2019 14:00,-9999.000000,2.000000,231.338546,75.583333,13.433333,-9999.000000,-9999.000000
26/08/2019 15:00,-9999.000000,1.916667,265.187172,82.533333,12.216667,-9999.000000,-9999.000000
26/08/2019 16:00,-9999.000000,1.433333,54.707994,79.083333,11.283333,-9999.000000,-9999.000000
26/08/2019 17:00,-9999.000000,0.266667,266.996627,85.983333,11.200000,-9999.000000,-9999.000000
26/08/2019 18:00,-9999.000000,0.383333,316.952305,96.700000,10.566667,-9999.000000,-9999.000000
26/08/2019 19:00,-9999.000000,0.750000,74.179868,91.700000,10.266667,-9999.000000,-9999.000000
26/08/2019 20:00,-9999.000000,0.900000,48.212185,91.566667,9.833333,-9999.000000,-9999.000000
26/08/2019 21:00,-9999.000000,1.850000,34.155182,90.866667,9.400000,-9999.000000,-9999.000000
26/08/2019 22:00,-9999.000000,1.900000,29.835458,89.600000,9.066667,-9999.000000,-9999.000000
26/08/2019 23:00,-9999.000000,2.533333,30.451397,86.483333,8.766667,-9999.000000,-9999.000000
27/08/2019 00:00,-9999.000000,1.633333,26.322956,85.366667,8.400000,-9999.000000,-9999.000000
27/08/2019 01:00,-9999.000000,2.566667,29.000457,83.483333,8.133333,-9999.000000,-9999.000000
27/08/2019 02:00,-9999.000000,2.433333,29.162677,81.066667,7.983333,-9999.000000,-9999.000000
27/08/2019 03:00,-9999.000000,2.550000,31.166967,80.766667,7.633333,-9999.000000,-9999.000000
27/08/2019 04:00,-9999.000000,2.333333,32.991750,74.700000,7.616667,-9999.000000,-9999.000000
27/08/2019 05:00,-9999.000000,2.716667,28.164333,65.216667,7.500000,-9999.000000,-9999.000000
27/08/2019 06:00,-9999.000000,2.533333,35.333262,57.083333,8.033333,-9999.000000,-9999.000000
27/08/2019 07:00,-9999.000000,1.033333,44.692583,55.516667,10.033333,-9999.000000,-9999.000000
27/08/2019 08:00,-9999.000000,0.666667,242.132033,61.716667,11.333333,-9999.000000,-9999.000000
27/08/2019 09:00,-9999.000000,0.666667,218.755448,60.133333,12.733333,-9999.000000,-9999.000000
27/08/2019 10:00,-9999.000000,1.416667,230.326301,74.216667,12.966667,-9999.000000,-9999.000000
27/08/2019 11:00,-9999.000000,1.566667,235.865148,74.950000,13.983333,-9999.000000,-9999.000000
27/08/2019 12:00,-9999.000000,1.816667,242.167868,67.433333,15.133333,-9999.000000,-9999.000000
27/08/2019 13:00,-9999.000000,1.816667,235.835267,62.533333,15.800000,-9999.000000,-9999.000000
27/08/2019 14:00,-9999.000000,2.316667,226.159687,52.233333,16.166667,-9999.000000,-9999.000000
27/08/2019 15:00,-9999.000000,2.100000,227.340307,49.983333,16.433333,-9999.000000,-9999.000000
27/08/2019 16:00,-9999.000000,1.833333,244.916640,55.533333,15.366667,-9999.000000,-9999.000000
27/08/2019 17:00,-9999.000000,1.433333,249.499287,54.983333,15.166667,-9999.000000,-9999.000000
27/08/2019 18:00,-9999.000000,0.416667,220.113806,49.866667,13.450000,-9999.000000,-9999.000000
27/08/2019 19:00,-9999.000000,1.400000,31.664332,56.183333,12.483333,-9999.000000,-9999.000000
27/08/2019 20:00,-9999.000000,0.433333,0.797578,65.783333,11.716667,-9999.000000,-9999.000000
27/08/2019 21:00,-9999.000000,1.283333,15.580911,75.950000,11.150000,-9999.000000,-9999.000000
27/08/2019 22:00,-9999.000000,1.200000,29.008578,80.550000,10.950000,-9999.000000,-9999.000000
27/08/2019 23:00,-9999.000000,1.600000,30.504257,78.000000,10.616667,-9999.000000,-9999.000000
28/08/2019 00:00,-9999.000000,1.500000,29.492207,79.150000,10.150000,-9999.000000,-9999.000000
28/08/2019 01:00,-9999.000000,2.166667,32.842195,83.033333,9.733333,-9999.000000,-9999.000000
28/08/2019 02:00,-9999.000000,1.950000,30.663203,83.616667,9.800000,-9999.000000,-9999.000000
28/08/2019 03:00,-9999.000000,1.200000,16.898172,85.566667,10.016667,-9999.000000,-9999.000000
28/08/2019 04:00,-9999.000000,2.250000,29.833804,85.900000,9.200000,-9999.000000,-9999.000000
28/08/2019 05:00,-9999.000000,2.633333,31.665416,84.366667,9.500000,-9999.000000,-9999.000000
28/08/2019 06:00,-9999.000000,1.366667,25.696080,79.866667,10.166667,-9999.000000,-9999.000000
28/08/2019 07:00,-9999.000000,0.650000,54.573896,79.266667,11.150000,-9999.000000,-9999.000000
28/08/2019 08:00,-9999.000000,0.450000,223.693823,79.733333,11.883333,-9999.000000,-9999.000000
28/08/2019 09:00,-9999.000000,0.650000,223.870032,76.100000,13.050000,-9999.000000,-9999.000000
28/08/2019 10:00,-9999.000000,1.016667,204.408955,70.500000,14.216667,-9999.000000,-9999.000000
28/08/2019 11:00,-9999.000000,2.516667,226.393612,73.116667,14.233333,-9999.000000,-9999.000000
28/08/2019 12:00,-9999.000000,1.433333,241.511049,69.400000,14.866667,-9999.000000,-9999.000000
28/08/2019 13:00,-9999.000000,2.350000,229.828668,69.016667,15.766667,-9999.000000,-9999.000000
28/08/2019 14:00,-9999.000000,2.150000,232.375553,68.950000,15.750000,-9999.000000,-9999.000000
28/08/2019 15:00,-9999.000000,2.200000,227.321378,70.583333,15.200000,-9999.000000,-9999.000000
28/08/2019 16:00,-9999.000000,1.883333,239.982963,71.000000,14.350000,-9999.000000,-9999.000000
28/08/2019 17:00,-9999.000000,1.266667,245.862942,70.533333,13.916667,-9999.000000,-9999.000000
28/08/2019 18:00,-9999.000000,0.916667,258.598693,74.450000,13.116667,-9999.000000,-9999.000000
28/08/2019 19:00,-9999.000000,1.083333,239.737004,77.650000,12.516667,-9999.000000,-9999.000000
28/08/2019 20:00,-9999.000000,0.816667,254.497737,77.683333,12.166667,-9999.000000,-9999.000000
28/08/2019 21:00,-9999.000000,0.300000,240.224089,82.116667,11.816667,-9999.000000,-9999.000000
28/08/2019 22:00,-9999.000000,0.766667,277.174330,94.983333,11.366667,-9999.000000,-9999.000000
28/08/2019 23:00,-9999.000000,1.050000,304.930110,95.366667,11.050000,-9999.000000,-9999.000000
29/08/2019 00:00,-9999.000000,-9999.000000,228.531126,99.800000,10.850000,-9999.000000,-9999.000000
29/08/2019 01:00,-9999.000000,-9999.000000,299.477713,99.800000,10.716667,-9999.000000,-9999.000000
29/08/2019 02:00,-9999.000000,1.200000,39.960092,99.333333,10.650000,-9999.000000,-9999.000000
29/08/2019 03:00,-9999.000000,0.916667,32.846390,91.883333,10.933333,-9999.000000,-9999.000000
29/08/2019 04:00,-9999.000000,0.766667,330.038766,97.533333,10.266667,-9999.000000,-9999.000000
29/08/2019 05:00,-9999.000000,0.883333,49.931047,96.766667,10.283333,-9999.000000,-9999.000000
29/08/2019 06:00,-9999.000000,0.783333,44.006317,82.450000,11.083333,-9999.000000,-9999.000000
29/08/2019 07:00,-9999.000000,0.600000,46.193430,82.283333,11.183333,-9999.000000,-9999.000000
29/08/2019 08:00,-9999.000000,0.233333,266.619646,83.883333,11.316667,-9999.000000,-9999.000000
29/08/2019 09:00,-9999.000000,0.183333,270.031995,70.633333,12.266667,-9999.000000,-9999.000000
29/08/2019 10:00,-9999.000000,0.233333,171.671309,67.483333,12.816667,-9999.000000,-9999.000000
29/08/2019 11:00,-9999.000000,0.450000,233.489497,72.850000,12.866667,-9999.000000,-9999.000000
29/08/2019 12:00,-9999.000000,1.283333,215.011175,71.483333,12.883333,-9999.000000,-9999.000000
29/08/2019 13:00,-9999.000000,0.833333,211.389626,73.216667,12.683333,-9999.000000,-9999.000000
29/08/2019 14:00,-9999.000000,0.866667,351.013629,71.333333,12.750000,-9999.000000,-9999.000000
29/08/2019 15:00,-9999.000000,0.816667,191.975207,67.133333,13.300000,-9999.000000,-9999.000000
29/08/2019 16:00,-9999.000000,1.150000,197.917785,67.516667,13.416667,-9999.000000,-9999.000000
29/08/2019 17:00,-9999.000000,1.450000,208.358654,73.666667,12.600000,-9999.000000,-9999.000000
29/08/2019 18:00,-9999.000000,0.950000,104.109223,85.933333,11.366667,-9999.000000,-9999.000000
29/08/2019 19:00,-9999.000000,0.766667,323.253759,93.000000,10.650000,-9999.000000,-9999.000000
29/08/2019 20:00,-9999.000000,0.516667,113.528698,85.883333,10.783333,-9999.000000,-9999.000000
29/08/2019 21:00,-9999.000000,1.250000,32.476336,76.216667,10.983333,-9999.000000,-9999.000000
29/08/2019 22:00,-9999.000000,1.316667,22.749436,69.566667,11.016667,-9999.000000,-9999.000000
29/08/2019 23:00,-9999.000000,0.616667,43.971676,72.383333,10.400000,-9999.000000,-9999.000000
30/08/2019 00:00,-9999.000000,1.150000,60.891012,73.616667,10.116667,-9999.000000,-9999.000000
30/08/2019 01:00,-9999.000000,2.050000,50.166425,74.766667,9.683333,-9999.000000,-9999.000000
30/08/2019 02:00,-9999.000000,2.383333,29.978106,73.483333,9.650000,-9999.000000,-9999.000000
30/08/2019 03:00,-9999.000000,2.333333,51.515498,74.483333,9.450000,-9999.000000,-9999.000000
30/08/2019 04:00,-9999.000000,1.750000,29.858888,72.816667,9.400000,-9999.000000,-9999.000000
30/08/2019 05:00,-9999.000000,2.666667,32.348020,74.400000,8.800000,-9999.000000,-9999.000000
30/08/2019 06:00,-9999.000000,1.883333,30.985242,69.566667,9.466667,-9999.000000,-9999.000000
30/08/2019 07:00,-9999.000000,1.550000,65.615700,63.016667,11.300000,-9999.000000,-9999.000000
30/08/2019 08:00,-9999.000000,1.033333,165.429895,58.883333,12.850000,-9999.000000,-9999.000000
30/08/2019 09:00,-9999.000000,1.216667,189.191180,58.400000,13.550000,-9999.000000,-9999.000000
30/08/2019 10:00,-9999.000000,1.583333,216.270649,62.400000,13.516667,-9999.000000,-9999.000000
30/08/2019 11:00,-9999.000000,1.566667,225.685998,62.766667,14.966667,-9999.000000,-9999.000000
30/08/2019 12:00,-9999.000000,1.850000,221.828870,66.966667,15.216667,-9999.000000,-9999.000000
30/08/2019 13:00,-9999.000000,1.900000,217.475162,65.716667,15.183333,-9999.000000,-9999.000000
30/08/2019 14:00,-9999.000000,2.133333,229.832753,64.266667,16.066667,-9999.000000,-9999.000000
30/08/2019 15:00,-9999.000000,2.066667,241.067644,64.766667,16.016667,-9999.000000,-9999.000000
30/08/2019 16:00,-9999.000000,2.016667,241.713534,71.666667,14.283333,-9999.000000,-9999.000000
30/08/2019 17:00,-9999.000000,1.366667,252.626107,75.800000,13.750000,-9999.000000,-9999.000000
30/08/2019 18:00,-9999.000000,1.133333,256.501909,77.800000,13.100000,-9999.000000,-9999.000000
30/08/2019 19:00,-9999.000000,0.500000,240.855025,79.250000,12.650000,-9999.000000,-9999.000000
30/08/2019 20:00,-9999.000000,-9999.000000,339.563540,81.400000,12.283333,-9999.000000,-9999.000000
30/08/2019 21:00,-9999.000000,0.616667,17.494256,85.766667,11.466667,-9999.000000,-9999.000000
30/08/2019 22:00,-9999.000000,0.316667,311.336064,85.866667,11.550000,-9999.000000,-9999.000000
30/08/2019 23:00,-9999.000000,0.133333,353.407711,88.633333,11.300000,-9999.000000,-9999.000000
31/08/2019 00:00,-9999.000000,1.416667,37.613569,90.766667,10.766667,-9999.000000,-9999.000000
31/08/2019 01:00,-9999.000000,0.933333,11.552180,88.500000,10.516667,-9999.000000,-9999.000000
31/08/2019 02:00,-9999.000000,0.383333,1.008178,93.683333,10.100000,-9999.000000,-9999.000000
31/08/2019 03:00,-9999.000000,0.450000,29.731747,98.666667,9.433333,-9999.000000,-9999.000000
31/08/2019 04:00,-9999.000000,0.833333,20.773671,98.700000,9.600000,-9999.000000,-9999.000000
31/08/2019 05:00,-9999.000000,0.300000,76.063644,98.400000,9.600000,-9999.000000,-9999.000000
