Date,N,WG,WR,LF,LT,GS,CloudTrans
25/08/2019 23:00,0.000000,-9999.000000,-9999.000000,89.233333,13.100000,0.000000,-9999.000000
26/08/2019 00:00,0.000000,-9999.000000,-9999.000000,86.116667,13.150000,0.000000,-9999.000000
26/08/2019 01:00,0.000000,-9999.000000,-9999.000000,86.883333,12.933333,0.000000,-9999.000000
26/08/2019 02:00,0.000000,-9999.000000,-9999.000000,87.600000,12.933333,0.000000,-9999.000000
26/08/2019 03:00,0.000000,-9999.000000,-9999.000000,88.916667,12.916667,0.000000,-9999.000000
26/08/2019 04:00,0.000000,-9999.000000,-9999.000000,87.450000,12.666667,0.000000,-9999.000000
26/08/2019 05:00,0.000000,-9999.000000,-9999.000000,87.933333,12.300000,1.966667,0.189767
26/08/2019 06:00,0.000000,-9999.000000,-9999.000000,88.816667,12.366667,30.416667,0.189767
26/08/2019 07:00,0.000000,-9999.000000,-9999.000000,84.466667,14.450000,264.133333,0.189767
26/08/2019 08:00,0.000000,-9999.000000,-9999.000000,77.783333,16.300000,315.450000,0.692421
26/08/2019 09:00,0.000000,-9999.000000,-9999.000000,74.700000,18.016667,650.833333,0.692421
26/08/2019 10:00,0.000000,-9999.000000,-9999.000000,70.016667,19.316667,821.266667,0.692421
26/08/2019 11:00,0.000000,-9999.000000,-9999.000000,65.716667,20.383333,915.516667,0.692421
26/08/2019 12:00,0.000000,-9999.000000,-9999.000000,64.016667,19.633333,464.750000,0.642196
26/08/2019 13:00,0.000000,-9999.000000,-9999.000000,62.833333,20.766667,734.283333,0.642196
26/08/2019 14:00,0.000000,-9999.000000,-9999.000000,69.216667,19.566667,180.333333,0.642196
26/08/2019 15:00,0.000000,-9999.000000,-9999.000000,70.933333,19.566667,135.516667,0.642196
26/08/2019 16:00,0.000000,-9999.000000,-9999.000000,73.916667,19.166667,97.100000,0.642196
26/08/2019 17:00,0.000000,-9999.000000,-9999.000000,72.466667,18.600000,60.616667,0.608018
26/08/2019 18:00,0.000000,-9999.000000,-9999.000000,73.550000,17.283333,39.116667,0.573840
26/08/2019 19:00,0.000000,-9999.000000,-9999.000000,77.200000,16.550000,2.016667,0.539662
26/08/2019 20:00,0.000000,-9999.000000,-9999.000000,84.450000,15.700000,0.000000,0.505484
26/08/2019 21:00,0.000000,-9999.000000,-9999.000000,87.816667,14.833333,0.000000,0.471306
26/08/2019 22:00,0.000000,-9999.000000,-9999.000000,83.766667,14.500000,0.000000,0.437128
26/08/2019 23:00,0.000000,-9999.000000,-9999.000000,83.183333,14.083333,0.000000,0.402950
27/08/2019 00:00,0.000000,-9999.000000,-9999.000000,83.550000,13.616667,0.000000,0.368772
