Date,GS,LF,LT,N,WG,WR
16/07/2022 05:00,2,73.6833333333333,7.51666666666667,0,0.901279883594173,307.549852993363
16/07/2022 06:00,17.1666666666667,71.0166666666667,7.51666666666667,0,1.11441846063365,38.7047018122106
16/07/2022 07:00,203,72.4333333333333,7.43333333333333,0,1.3222943066593,34.7377630461497
16/07/2022 08:00,401.833333333333,60.3333333333333,8.48333333333333,0,0.899837832195593,86.2226808499993
16/07/2022 09:00,544,55.1,9.25,0,1.29081275069027,282.016747627255
16/07/2022 10:00,665.833333333333,48.3833333333333,10.2166666666667,0,1.78728416152887,80.8095478263999
16/07/2022 11:00,759.666666666667,38.3666666666667,11.55,0,1.78372659534996,296.490898695689
16/07/2022 12:00,816,33.5833333333333,12.5833333333333,0,1.97777769714544,300.058770569666
16/07/2022 13:00,844.5,30.75,13.3833333333333,0,2.61029661085948,304.294839314883
16/07/2022 14:00,713.166666666667,30.2833333333333,14.0833333333333,0,2.7219636210458,296.999668828921
16/07/2022 15:00,557.166666666667,28.9833333333333,14.2333333333333,0,3.09608670572295,291.7189065489
16/07/2022 16:00,357.333333333333,27.5333333333333,13.8333333333333,0,3.18066436513626,300.320034574258
16/07/2022 17:00,435.666666666667,26.5666666666667,14.05,0,4.62226736523326,296.523511621571
16/07/2022 18:00,360.333333333333,28.2333333333333,13.5166666666667,0,4.5415803506293,296.296497879885
16/07/2022 19:00,202.5,31.5833333333333,12.9,0,3.28855756821848,288.499290393344
16/07/2022 20:00,53,36.9,11.7,0,2.2182157684664,280.946567490622
16/07/2022 21:00,1,42.7833333333333,10.1833333333333,0,2.1411444418315,294.361670488857
16/07/2022 22:00,0,45.3,9.33333333333333,0,1.38610417133131,270.128191380839
16/07/2022 23:00,0,49.0333333333333,8.88333333333333,0,0.699227145879255,275.308435144081
17/07/2022 00:00,0,50.85,8.61666666666667,0,0.943398307085905,83.5329925263306
17/07/2022 01:00,0,51.9333333333333,8.06666666666667,0,0.171485418826649,344.024449709083
17/07/2022 02:00,0,52.4833333333333,7.83333333333333,0,0.811244587341745,294.240443317937
17/07/2022 03:00,0,48.6,7.73333333333333,0,0.400776099712098,79.3063233189364
17/07/2022 04:00,0,50.75,7.36666666666667,0,0.207521351128267,335.794802162138
17/07/2022 05:00,1.83333333333333,46.6,7.3,0,1.05588907040687,310.932363760184
17/07/2022 06:00,15.3333333333333,35.5333333333333,7.63333333333333,0,1.37041454993353,286.173961922886
17/07/2022 07:00,205.833333333333,29.8666666666667,8.98333333333333,0,1.28913475960873,275.197399933067
17/07/2022 08:00,408.5,27.0833333333333,10.15,0,0.540938127912809,343.459643949596
17/07/2022 09:00,553,24.8166666666667,11.0333333333333,0,0.431410526959852,22.2004171170468
17/07/2022 10:00,673.666666666667,25.9666666666667,11.65,0,1.57738790050245,296.423993733822
17/07/2022 11:00,765.333333333333,27.5166666666667,11.9833333333333,0,2.28200761829634,340.156274868047
17/07/2022 12:00,818.833333333333,27.2166666666667,12.95,0,1.72881898076944,312.697056844703
17/07/2022 13:00,833.166666666667,25.5333333333333,14.05,0,1.31616618912398,295.648336456065
17/07/2022 14:00,805.666666666667,25.65,14.45,0,1.96345584528108,315.001530554032
17/07/2022 15:00,750.166666666667,26.6666666666667,15.1166666666667,0,3.13892926076886,296.122484138637
17/07/2022 16:00,589.833333333333,27.2,15.2,0,2.56901134790842,310.939802203779
17/07/2022 17:00,475,28.45,15.2166666666667,0,3.30816130159803,296.766418249927
17/07/2022 18:00,313.833333333333,31.3833333333333,14.7,0,3.82075813491336,290.183611712445
17/07/2022 19:00,200.166666666667,34.6666666666667,13.9833333333333,0,3.69589396711152,297.498785208948
17/07/2022 20:00,48.1666666666667,40.5666666666667,12.7166666666667,0,2.75074777473874,287.424623330729
17/07/2022 21:00,0.666666666666667,46.35,11.6666666666667,0,2.0211101502528,303.571112144441
17/07/2022 22:00,0,50.2833333333333,10.9333333333333,0,1.44749900508047,297.660857754082
17/07/2022 23:00,0,55.3666666666667,10.05,0,0.579890063408417,81.3768004654167
18/07/2022 00:00,0,61.2666666666667,9.45,0,0.244469950382936,41.222661307974
