! Horizon file for met station or point # 15590SF
! All measures in degrees


AngleFromNorthClockwise,HorizonHeight
0,21.1920235113602
22.5,26.0564844899527
45,18.0352493637169
67.5,15.4594353804937
90,10.7333875449691
112.5,3.38678960316988
135,3.62382635485822
157.5,11.9028971741632
180,11.4454793692733
202.5,12.0892561990664
225,10.8302892922507
247.5,9.94639579841439
270,34.5279716561384
292.5,34.5279716561384
315,30.7888247057812
337.5,22.7573842875743
