! Horizon file for met station or point # 25900MS
! All measures in degrees


AngleFromNorthClockwise,HorizonHeight
0,19.2462833795847
22.5,15.9193098030277
45,6.36232840294413
67.5,2.59114306854419
90,10.5292237847997
112.5,17.2425782052264
135,23.5028089482984
157.5,23.4366859021457
180,22.6654152458366
202.5,15.2491516358524
225,6.72898050487552
247.5,7.84448907773205
270,13.1702418979514
292.5,21.4524285123668
315,22.8064045877604
337.5,23.3706852997219
