! Horizon file for met station or point # 06040WS
! All measures in degrees


AngleFromNorthClockwise,HorizonHeight
0,0.0491106561269735
22.5,1.79120777099694
45,0.186988109494482
67.5,0
90,0
112.5,0
135,0.453749937103154
157.5,0
180,2.84868836683719
202.5,0
225,0
247.5,1.76704479508034
270,3.70582730211134
292.5,0
315,0
337.5,0
