! Horizon file for met station or point # 15000SF
! All measures in degrees


AngleFromNorthClockwise,HorizonHeight
0,22.9769445031888
22.5,25.2835830924314
45,11.1320946250408
67.5,10.2039737217317
90,10.2039737217317
112.5,1.84425131540804
135,0
157.5,0
180,0.203334544342224
202.5,3.54906661500858
225,1.55536442308255
247.5,3.8275643874188
270,25.4544482017703
292.5,25.4544482017703
315,8.09485598040406
337.5,22.9769445031888
